"No","Judul","Topik","Abstrak","",""
"165","Identifikasi Jenis dan Mutu Teh Menggunakan Pengolahan Citra Digital dengan Metode Jaringan Syaraf Tiruan","Jaringan Syaraf Tiruan","Teh merupakan hasil pucuk daun muda tanaman Camelia sinensis dan menjadi salah satu produk ekspor
terbesar. Salah satu kendala yang dihadapi konsumen dalam memilih teh berkualitas baik adalah minimnya
pengetahuan konsumen terhadap jenis dan mutu teh, sehingga menyebabkan perbedaan penentuan jenis dan
mutu teh. Penelitian untuk mengidentifikasi jenis dan mutu teh dari 3 jenis teh yaitu teh hitam, teh hijau, dan
teh putih perlu dilakukan. Tujuan penelitian ini adalah merancang aplikasi sistem pengolahan citra digital untuk
mengidentifikasi jenis dan mutu teh serta menentukan hasil pengenalan terbaik berdasarkan akurasi yang
diperoleh. Penelitian ini menerapkan metode pengolahan citra digital dengan teknik Learning Vector
Quantization yang menggunakan 6 parameter warna yaitu R, G, B, H, S, dan I sebagai neuron input dan 13
mutu dari 3 jenis teh sebagai neuron output. Penelitian menggunakan 403 citra dengan perbandingan training
dan testing sebesar 80:20. Akurasi training diperoleh sebesar 62,7%. Prediksi menggunakan 26 sampel citra teh
berbeda menunjukkan tingkat akurasi sebesar 42,31%.
Kata Kunci: jaringan syaraf tiruan, learning vector quantization (LVQ), teh","",""
"166","IDENTIFIKASI KEMATANGAN BUAH TOMAT BERDASARKAN WARNA MENGGUNAKAN METODE JARINGAN SYARAF TIRUAN (JST)","Jaringan Syaraf Tiruan","Proses pemilihan produk hasil pertanian dan perkebunan umumnya sangat bergantung pada presepsi
manusia terhadap komposisi warna yang dimiliki citra yaitu buahbuahan.
Cara manual dilakukan berdasarkan
pengamatan visual secara langsung pada buah yang akan diklasifikasi. Identifikasi dengan cara ini memiliki
beberapa kelemahan diantaranya adalah waktu yang dibutuhkan relatif lama serta menghasilkan produk yang
beragam karena adanya keterbatasan visual manusia, tingkat kelelahan dan perbedaan persepsi tentang mutu buah.
Perkembangan ilmu pengetahuan dan teknologi pengolahan citra digital memungkinkan untuk memilah
produk pertanian dan perkebunan tersebut secara otomatis dengan bantuan aplikasi pengolahan citra. Identifikasi
kematangan buah tomat ini menerapkan metode pembelajaran Perceptron. Pendukung identifikasi menggunakan
bantuan media webcam sebagai pengambilan gambar tomat yang dibuat histogram warnanya kemudian
diidentifikasi menggunakan jaringan syaraf tiruan agar komputer dapat memperoleh informasi citra dan dapat
mengetahui jenis kematangan buah tersebut. Tingkat keberhasilan identifikasi kematangan buah tomat yang
didapatkan menggunakan metode pembelajaran perceptron dengan tingkat keberhasilan 43,33%. Dari hasil
identifikasi yang diperoleh menghasilkan 3 output yaitu Mentah 10%, Setengah Matang 6,66%, dan Matang
26,66%.
Kata kunci : Tomat, Histogram, Jaringan Syaraf Tiruan, Perceptron.","",""
"167","Implementasi Jaringan Syaraf Tiruan Backpropagation untuk Mendiagnosis Penyakit Kulit pada Anak","Jaringan Syaraf Tiruan","Sistem imun yang dimiliki oleh anak-anak yang lebih lemah dibandingkan orang dewasa membuat anak-anak lebih gampang terserang penyakit. Penyakit kulit adalah salah satunya, hal ini dikarenakan kulit merupakan indra peraba bagi manusia. Adanya kemiripan gejala dari setiap penyakit kulit membuat orang awam sulit membedakan penyakit yang di derita. Padahal setiap jenis penyakit memiliki pengobatan yang berbeda-beda. Pada penelitian ini mengimplementasikan metode jaringan syaraf tiruan backpropagation untuk mempelajari data yang lampau agar dapat mendiagnosis penyakit kulit pada anak. Masukan yang digunakan berupa gejala dari semua penyakit yang berjumlah 19 kemudian di representasikan kedalam biner 0 dan 1 dimana nilai akan bernilai 1 jika mengalami gejala tersebut dan sebaliknya. Fungsi aktivasi yang digunakan adalah sigmoid biner. Dan akan dilakukan pembelajaran secara berulang-uang sehingga dihasilkan jaringan yang memberi tanggapan benar terhadap masukannya. Berdasarkan hasil pengujian yang telah dilakukan didapatkan parameter yang optimal yaitu pada hidden neuron berjumlah 4 , learning rate 0.4 dan epoch maksimum 300000 dan hasil rata-rata akurasi dari penelitian adalah 87.22 % yang menunjukan bahwa metode backpropagation ini dapat digunakan dalam mendiagnosis penyakit kulit pada anak.
Kata kunci: diagnosis penyakit kulit, jaringan syaraf tiruan, backpropagation.","",""
"168","Implementasi Jaringan Syaraf Tiruan Resilient Backpropagation dalam Memprediksi Angka Harapan Hidup Masyarakat Sumatera Utara","Jaringan Syaraf Tiruan","Angka Harapan Hidup merupakan indikator dan alat untuk mengevaluasi kinerja pemerintah dalam meningkatkan kesejahteraan penduduk pada umumnya, dan meningkatkan derajat kesehatan pada khususnya. Adapun penulisan ini dilakukan untuk mengimplementasikan dan membuktikan bahwa Algoritma Resilient Backpropagation dapat digunakan untuk memprediksi angka harapan hidup masyarakat di Sumatera Utara. Data penelitian adalah data angka harapan hidup di Sumatera Utara yang terdiri dari 33 kabupaten/Kota, yang diperoleh dari Badan Pusat Statistik Sumatera Utara dari tahun 2013 sampai tahun 2017. Penelitian ini menggunakan 5 model arsitektur yaitu 4-10-1, 4-11-1, 4-12-1, 4-13-1 dan 4-14-1. Dari kelima model arsitektur yang digunakan di peroleh satu model arsitektur terbaik 4-10-1 dengan tingkat keakurasian 88 %, epoch 22 iterasi dalam waktu 4 detik dan MSE 0,00100006. Berdasarkan model arsitektur terbaik ini akan digunakan untuk memprediksi angka harapan hidup masyarakat Sumatera Utara untuk 5 tahun yang akan datang, yakni tahun 2018 hingga tahun 2022. Kata kunci— JST, Resilient, Prediksi, Angka Harapan Hidup, Sumatera Utara.","",""
"169","IMPLEMENTASI JARINGAN SYARAF TIRUAN UNTUK MEMPREDIKSI PENJUALAN KOSMETIK DECORATIVE DENGAN METODE BACKPROPOGATION","Jaringan Syaraf Tiruan","Jaringan syaraf tiruan merupakan cabang dari kecerdasan buatan yang meniru atau mencontoh cara kerja otak manusia. JST dapat diimplementasikan pada berbagai macam aplikasi untuk menyelesaikan banyak masalah khususnya dalam bidang peramalan. Salah satu algoritma yang sering digunakan adalah Bacpropagation. Backpropagation merupakan salah satu algoritma yang dapat digunakan untuk memprediksi indeks penjualan kosmetik. Ada dua tahapan yang digunakan pada metode backpropagation ini yaitu tahap pelatihan dan tahap pengujian. Pada tahap pelatihan pola berusaha untuk mengenali masukan dan pada tahap pengujian pola yang sudah dikenali diujikan sehingga diketahui pola jaringan yang dapat mengenali dan melakukan prediksi terhadap indeks harga penjualan kosmetik. Kosmetik merupakan kebutuhan bagi seorang wanita yang tidak dapat dipisahkan dari aktivitas sehari-hari. Dalam penelitian ini metode jaringan syaraf tiruan yang diguanakan adalah metode backpropagtion untuk memprediksi penjuala kosmetik. Perangkat lunak yang diguanakan untuk pengujian adalah aplikasi Matlab versi 6.1 Kata Kunci : Kosmetik, Jaringan Syaraf Tiruan, Backpropagation","",""
"170","IMPLEMENTASI JARINGAN SYARAF TIRUAN UNTUK PENGELOMPOKKAN MINAT KOMPETENSI MAHASISWA STMIK PELITA NUSANTARA MEDAN","Jaringan Syaraf Tiruan","Kompetensi adalah kemampuan atau kecakapan yang dimiliki melalui proses belajar yang benar
sesuai dengan minat dan bakat dan berfungsi dalam memutuskan dan melakukan sesuatu dalam
bidang tertentu dengan cara yang benar. Seseorang yang memiliki kompetensi akan kompeten
dalam suatu bidang, sehingga pengetahuan, keterampilan, bakat dan minat yang ada sesuai dengan
kegiatan/pekerjaan yang dilakukan. Mahasiswa yang memiliki kompetensi akan cenderung lebih
mudah untuk mencari dan menentukan jenis pekerjaan yang ada. Sebab kompetensi yang dimiliki
sudah sesuai dengan jenis kebutuhan dunia lapangan kerja, selain itu ketika mahasiswa telah
memiliki kompetensi juga mudah untuk mencari dan bergabung dengan kelompok-kelompok yang
sesuai dengan kompetensi yang dimiliki, sehingga membantu dalam proses belajar dan info
pekerjaan.
Kata Kunci : Jaringan Syaraf Tiruan (JST), Kompetensi, Mahasiswa, Lapangan Pekerjaan","",""
"171","JARINGAN SYARAF TIRUAN MENGGUNAKAN METODE PERCEPTRON UNTUK MENENTUKAN PENYAKIT PADA TANAMAN BUAH NANAS","Jaringan Syaraf Tiruan","Banyak masalah yang terjadi pada tanaman nanas ini yakni timbulnya berbagai penyakit yang disebabkan oleh
hama sehingga menimbulkan gejala-gejala yang akan menandakan sebuah jenis penyakit, buah yang di hasilkan
tanaman nanas yang terkena penyakit ini tidak maksimal dan membuat rugi petani. Jaringan saraf tiruan
merupakan salah satu metode komputasi yang meniru cara kerja saraf otak manusia. Keunggulan metode ini
dibandingkan dengan metode lain yaitu kemampuan belajar dan memecahkan hubungan yang rumit, yang sulit
dideskripsikan antara data masukan dan data keluaran. Metode Perceptron merupakan salah satu bentuk jaringan
sederhana. Perceptron biasanya digunakan untuk mengklasifikasikan suatu pola tipe tertentu yang sering di kenal
dengan pemisahan secara linear. Perceptron melakukan pembelajaran terhadap data geja hingga di temukannya
keluaran dengan target yang ditentukan.
Kata Kunci : Tanaman nanas, Jaringan Saraf Tiruan, Perceptron","",""
"172","PREDIKSI WILAYAH RAWAN KEBAKARAN HUTAN DENGAN METODE JARINGAN SYARAF TIRUAN PROPAGASI BALIK (Study Kasus  Daerah Kabupaten Kuburaya)","Jaringan Syaraf Tiruan","Jaringan Syaraf Tiruan merupakan salah satu sistem yang digunakan dalam memprediksi suatu kejadian.
Dalam kasus ini Jaringan Syaraf Tiruan digunakan dalam memprediksi suatu kejadian wilayah rawan
kebakaran hutan, dengan mengambil studi kasus daerah Kabupaten Kuburaya. Kasus ini, Jaringan
Syaraf Tiruan menggunakan metode pembelajaran Backpropagation yang juga dikenal dengan propagasi
balik. Jaringan Syaraf Tiruan digunakan data sebanyak satu bulan sebagai masukan yang merupakan
faktor terjadinya kebakaran hutan, terdiri dari Luas Lahan Gambut, Radiasi Matahari, Kelembaban
Nisbi, Suhu, Curah Hujan, Kecepatan Angin dan Titik Api digunakan sebagai target untuk kejadian pada
bulan berikutnya . Prediksi dapat dilakukan melalui interface dan di visualisasikan melalui tampilan peta
tematik. Dari hasil pengujian diperoleh akurasi dengan rata-rata persentase sebesar 71,50%. Dari hasil
prediksi pertama diperoleh pula kasus terendah dengan jumlah 0 titik api yakni pada kecamatan Sungai
Kakap, Rasau Jaya, Teluk Pakedai. Sedangkan hasil prediksi tertinggi terdapat pada kecamatan Sungai
Raya dengan nilai prediksi sebesar 2 titik api.
Kata Kunci: Kebakaran Hutan, Jaringan Syaraf Tiruan, Backpropagation, SIG","",""
"173","JARINGAN SYARAF TIRUAN UNTUK MEMPREDIKSI SKOR PERTANDINGAN SEPAK BOLA DENGAN METODE BACKPROPAGATION","Jaringan Syaraf Tiruan","Jaringan syaraf tiruan (artifical neural network) adalah sistem komputasi yang arsitektur dan operasinya diilhami dari
pengetahuan tentang sel syaraf biologis di dalam otak. Jaringan syaraf tiruan merupakan salah satu representasi buatan dari
otak manusia yang selalu mencoba menstimulasi proses pembelajaran pada otak manusia tersebut. Jaringan syaraf tiruan dapat
digambarkan sebagai model matematis dan komputasi untuk fungsi aproksimasi non-linear, klasifikasi data cluster dan regresi
non-parametrik atau sebuah simulasi dari koleksi model jaringan syaraf biologi.Model jaringan syaraf ditunjukkan dengan
kemampuannya dalam emulasi, analisis, prediksi dan asosiasi. Kemampuan yang dimiliki jaringan syaraf tiruan dapat
digunakan untuk belajar dan menghasilkan aturan atau operasi dari beberapa contoh atau input yang dimasukkan dan membuat
prediksi tentang kemungkinan output yang akan muncul atau menyimpan karakteristik input yang diberikan kepada jaringan
syaraf tiruan.
Kata kunci : Jaringan Syaraf Tiruan, Syaraf Biologis.","",""
"174","Jaringan Syaraf Tiruan Untuk Pengenalan Citra Sidik Jari Pada Smart Home Berbasis MYSQL","Jaringan Syaraf Tiruan","Perangkat keamanan dirancang bertujuan sebagai sistem monitoring pada smart home seperti memonitoring pengguna laboratorium, perpustakaan, atau ruangan penyimpanan dan peminjaman peralatan praktek di program studi suatu kampus, ruang penyimpanan senjata, hingga rumah tinggal, memerlukan sekuritas yang lebih baik untuk memudahkan identifikasi pengguna ruangan atau pencegahan dari tindak pencurian, maka dirancang sistem monitoring melalui identifikasi citra sidik jari dengan sensor ZFM60, implmentasi Jaringan Syaraf Tiruan (JST) dan MySQL. Tujuannya agar di dapat pola yang relevan dari citra dan mengeliminasi informasi atau variabel yang tidak relevan. Metode yang digunakan yaitu experimental, terdiri dari pengumpulan data sidik jari, perancangan sistem pengolahan citra, pembuatan, pengujian hardware dan software, serta implementasi sistem. Hasil proses pengenalan atau klarifikasi citra sidik jari melalui GUI Matlab, nilai error hasil pengolahan dan pelatihan citra sidik jari dengan jaringan syaraf tiruan, digunakan sebagai ciri citra dan disimpan sebagai data base pada MySQL, kemudian dibandingkan dengan nilai error citra sidik jari baru yang di klarifikasi. Nilai citra yang dikenali berada diantara -0,0005 hingga 0,0005, diluar batas tersebut merupakan citra yang tidak dikenali. Selisih (nilai error) antara ciri citra yang tersimpan pada data base dan ciri citra yang diklarifikasi menghasilkan nilai error yang kecil yaitu < 0.0005, menunjukkan jaringan syaraf tiruan backpropagation lebih baik diimplementasikan pada pengenalan sidik jari untuk melatih pola citra dari sidik jari. Konfigurasi jaringan yaitu maksimal epoch = 3000, learning rate = 1, target error = 0.1, hidden layer = 17. Pelatihan jaringan syaraf tiruan pada konfigurasi tersebut menghasilkan nilai error terkecil dari ciri citra sebesar 0.0000085. Kata kunci: jaringan syaraf tiruan, sidik jari, smart home","",""
"175","KLASIFIKASI POLA SIDIK JARI MENGGUNAKAN JARINGAN SYARAF TIRUAN BACKPROPAGATION UNTUK ANALISA KARAKTERISTIK SESEORANG","Jaringan Syaraf Tiruan","Dewasa ini, banyak bidang ilmu dan penelitian yang telah mengkaji tentang keterkaitan karakteristik seseorang berdasarkan pola sidik jari yang dimilikinya. Pola sidik jari tersebut bersifat unik antara satu sama lain, namun pada dasarnya pola sidik jari dikelompokkan kedalam tiga pola yaitu arch, loop, dan whorl. Pada penelitian ini, penulis membuat aplikasi yang mampu mengenali citra tiga pola sidik jari tersebut untuk keperluan analisa karakteristik anak usia dini. Untuk mengenali citra tiga pola sidik jari tersebut, penulis menggunakan metode jaringan syaraf tiruan backpropagation sebagai sistem yang dapat mengklasifikasi pola-pola sidik jari yang diberikan. Model jaringan syaraf tiruan yang penulis buat yaitu, memiliki 25600 unit pada input layer, 160 unit pada hiden layer, dan 3 unit pada layer output. Citra sidik jari yang digunakan yaitu sebanyak 70 citra pelatihan, dan 30 citra pengujian yang diklasifikasikan menjadi 3 kelas sidik jari yaitu arch, loop, dan whorl. Model jaringan syaraf ini mampu melakukan pengenalan terhadap citra pengujian dengan akurasi 83%.
Kata kunci : sidik jari, jaringan syaraf tiruan, backpropagation, klasifikasi, citra","",""
"176","KOMBINASI LOGIKA FUZZY DAN JARINGAN SYARAF TIRUAN UNTUK PRAKIRAAN CURAH HUJAN TIMESERIES DI AREA PUSPO-JAWA TIMUR","Jaringan Syaraf Tiruan","Prakiraan curah hujan merupakan salah satu tanggung jawab penting yang dilakukan oleh layanan meteorologi di seluruh dunia. Permasalahan utama dalam hal analisis dan prakiraan adalah tingkat kesalahan yang semakin meningkat dari waktu ke waktu. Hal ini dapat terjadi karena kondisi ketidakpastian juga meningkat seiring dengan perubahan musim dan iklim. Penelitian ini mencoba mengombinasikan dua metode yaitu Logika Fuzzy untuk menghadapi kondisi-kondisi yang tidak pasti dan Jaringan Syaraf Tiruan multi-layer untuk menghadapi kondisi dengan ketidakpastian yang terus meningkat. Penelitian ini juga menggunakan algoritma Particle Swarm Optimization untuk menentukan kebutuhan secara otomatis. Kebutuhan yang perlu ditentukan secara otomatis adalah bobot-bobot awal dalam Jaringan Syaraf Tiruan multi-layer sebelum akhirnya melakukan proses pelatihan algoritma. Penelitian ini menggunakan studi kasus di empat area Jawa Timur yaitu Puspo, Tutur, Tosari, dan Sumber untuk memprakirakan curah hujan di area Puspo. Data yang digunakan merupakan curah hujan timeseries yang dicatat selama 10 tahun oleh Badan Meteorologi Klimatologi dan Geofisika (BMKG). Hasil penelitian ini menunjukkan bahwa kombinasi dari Logika Fuzzy dengan Jaringan Syaraf Tiruan multi-layer mampu memberikan tingkat RMSE sebesar 2.399 dibandingkan dengan hanya menggunakan regresi linear dengan tingkat RMSE sebesar 7.211.
Kata kunci: fuzzy, hujan, hybrid, jaringan syaraf, optimasi, timeseries","",""
"177","MODEL JARINGAN SYARAF TIRUAN DALAM MEMPREDIKSI EKSISTENSI PROGRAM STUDI KOMPUTERISASI AKUNTANSI (STUDI KASUS  AMIK TUNAS BANGSA PEMATANGSIANTAR)","Jaringan Syaraf Tiruan","Program studi Komputerisasi Akuntansi adalah program studi yang mempelajari tentang sistem akuntansi dimana komputer sebagai teknologi untuk menjalankan aplikasi untuk mengolah data transaksi akuntansi dan sekaligus untuk menghasilkan laporan akuntansi. Arah kajian keilmuan dari program studi ini mencakup disiplin, proses, teknik dan alat bantu yang dibutuhkan dalam rekayasa sistem informasi akuntansi yang meliputi tahap perencanaan, pembangunan, implementasi dan pemeliharaan. Komputerisasi Akuntansi banyak dibutuhkan di hampir semua bidang dunia kerja, terutama dalam menghadapi era globalisasi yang tak terlepas dari dunia teknologi dan informasi, sehingga perlu dipersiapkan sumber daya manusia yang memiliki kualitas untuk berkompetisi dalam setiap aspek khusunya bidang komputerisasi akuntansi. Tujuan prediksi ini untuk mengetahui, apakah program studi komputerisasi akuntansi masih diminati oleh mahasiswa atau tidak sampai 10 tahun kedepan. Prediksi eksistensi ini menggunakan metode jaringan syaraf tiruan backpropagation. Jaringan syaraf tiruan (JST) adalah paradigm pemrosesan suatu informasi yang terinspirasi oleh sistem sel syaraf biologi. Jaringan ini biasanya diimplementasikan dengan menggunakan komponen elektronik atau disimulasikan pada aplikasi computer. Variabel masukan (input) yang digunakan adalah data tahun 2010 sampai 2017 dengan model arsitektur pelatihan dan pengujian sebanyak 4 arsitektur yakni 8-4-1, 8-6-1, 8-8-1 dan 8-10-1. Data target diambil dari data tahun 2018. Keluaran yang dihasilkan adalah pola terbaik dari arsitektur JST. Model arsitektur terbaik adalah 8-4-1 dengan epoch 3449, MSE 0,02495690 dan tingkat akurasi 67%. Dari model ini maka dihasilkan prediksi Eksistensi Program Studi Komputerisasi Akuntansi di AMIK Tunas Bangsa.
Kata kunci: komputerisasi akuntansi; JST; backpropogation dan prediksi.","",""
